1393859247.293820,nan,nan,nan,nan,nan
1393859278.788060,nan,nan,nan,nan,nan
1393859301.358640,nan,nan,nan,nan,nan
1393859310.427980,nan,nan,nan,nan,nan
1393859342.066100,nan,nan,nan,nan,nan
1393859360.104710,nan,nan,nan,nan,nan
1393859365.097440,nan,nan,nan,nan,nan
1393859374.386080,nan,nan,nan,nan,nan
1393859404.383910,nan,nan,nan,nan,nan
1393859415.779450,5.143130,21.874700,0.250000,nan,nan
1393859428.150850,5.143270,21.871800,0.311000,nan,nan
1393859437.238220,nan,nan,nan,nan,nan
1393859441.816410,5.142540,21.866000,0.392000,nan,nan
1393859453.720310,5.142850,21.865900,0.449000,nan,nan
1393859466.426180,5.142850,21.860200,0.512000,nan,nan
1393859468.871670,nan,nan,nan,nan,nan
1393859478.867370,5.142990,21.861500,0.568000,nan,nan
1393859491.389770,5.143100,21.862800,0.654000,nan,nan
1393859500.458620,nan,nan,nan,nan,nan
1393859504.181460,5.143160,21.862900,0.725000,nan,nan
1393859516.839390,5.142990,21.863400,0.785000,nan,nan
1393859522.994690,nan,nan,nan,nan,nan
1393859529.315250,5.142940,21.864700,0.859000,nan,nan
1393859532.078310,nan,nan,nan,nan,nan
1393859541.709470,5.143110,21.867300,0.958000,nan,nan
1393859554.592040,5.143080,21.868300,1.024000,nan,nan
1393859563.664120,nan,nan,nan,nan,nan
1393859567.029790,5.143160,21.869800,1.092000,nan,nan
1393859579.390500,5.143160,21.869200,1.179000,nan,nan
1393859591.859680,5.143000,21.869200,1.265000,nan,nan
1393859595.151150,nan,nan,nan,nan,nan
1393859605.496640,5.142830,21.862500,1.380000,nan,nan
1393859617.683780,5.142830,21.863300,1.434000,nan,nan
1393859626.763310,nan,nan,nan,nan,nan
1393859630.674870,5.142940,21.865600,1.486000,nan,nan
1393859643.558380,5.142940,21.865300,1.565000,nan,nan
1393859656.077550,5.142630,21.864300,1.621000,nan,nan
1393859658.271640,nan,nan,nan,28.948219,-80.321537
1393859662.858550,nan,nan,nan,nan,nan
1393859668.619660,5.142490,21.860700,1.685000,nan,nan
1393859680.898680,nan,nan,nan,nan,nan
1393859689.963440,nan,nan,nan,nan,nan
1393859695.730710,5.142720,21.851200,1.791000,nan,nan
1393859721.473600,nan,nan,nan,nan,nan
1393859744.004700,nan,nan,nan,nan,nan
1393859749.260310,5.142420,21.854600,1.936000,nan,nan
1393859753.084050,nan,nan,nan,nan,nan
1393859761.981870,5.142500,21.859300,1.982000,nan,nan
1393859784.606380,nan,nan,nan,nan,nan
1393859807.161100,nan,nan,nan,nan,nan
1393859808.174470,5.142220,21.829500,2.159000,nan,nan
1393859816.686160,nan,nan,nan,nan,nan
1393859821.701320,5.141400,21.838700,2.217000,nan,nan
1393859848.524990,nan,nan,nan,nan,nan
1393859871.052030,nan,nan,nan,nan,nan
1393859880.125610,nan,nan,nan,nan,nan
1393859911.635590,nan,nan,nan,nan,nan
1393859934.157990,nan,nan,nan,nan,nan
1393859943.231840,nan,nan,nan,nan,nan
1393859965.751830,nan,nan,nan,nan,nan
1393859975.388310,nan,nan,nan,nan,nan
1393859998.552060,nan,nan,nan,nan,nan
1393860007.901400,nan,nan,nan,nan,nan
1393860026.484620,nan,nan,nan,nan,nan
1393860040.731600,nan,nan,nan,nan,nan
1393860059.602050,nan,nan,nan,nan,nan
1393860074.806950,nan,nan,nan,nan,nan
1393860105.052890,nan,nan,nan,nan,nan
1393860120.019500,nan,nan,nan,nan,nan
1393860139.936310,nan,nan,nan,nan,nan
1393860172.957150,nan,nan,nan,nan,nan
1393860183.169680,nan,nan,nan,nan,nan
1393860203.277100,nan,nan,nan,nan,nan
